,Selected,FeatLabel,FeatIndex,"Description"
436,1,EPIC_DEVASTATING_CRITICAL_SHORTBOW,508,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
435,1,EPIC_DEVASTATING_CRITICAL_LONGBOW,507,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
434,1,EPIC_DEVASTATING_CRITICAL_UNARMED,506,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
433,1,EPIC_DEVASTATING_CRITICAL_SLING,505,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
432,1,EPIC_DEVASTATING_CRITICAL_SICKLE,504,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
431,1,EPIC_DEVASTATING_CRITICAL_SHORTSPEAR,503,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
430,1,EPIC_DEVASTATING_CRITICAL_QUARTERSTAFF,502,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
429,1,EPIC_DEVASTATING_CRITICAL_MORNINGSTAR,501,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
428,1,EPIC_DEVASTATING_CRITICAL_LIGHTMACE,500,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
427,1,EPIC_DEVASTATING_CRITICAL_LIGHTCROSSBOW,499,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
426,1,EPIC_DEVASTATING_CRITICAL_HEAVYCROSSBOW,498,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
425,1,EPIC_DEVASTATING_CRITICAL_DART,497,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
424,1,EPIC_DEVASTATING_CRITICAL_DAGGER,496,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
423,1,EPIC_DEVASTATING_CRITICAL_CLUB,495,"Prerequisite: 21st level, Cleave, Greater Cleave, Improved Critical of the weapon to be chosen, Overwhelming Critical of the weapon to be chosen, Weapon Focus of the weapon to be chosen, Power Attack, Strength 25+. Whenever scoring a critical hit with the chosen weapon, the character's target must make a Fortitude save or die instantly. Creatures who are immune to critical hits are not affected by this feat. Use: Automatic. HotU manual - page 52."
422,,EPIC_DAMAGE_REDUCTION_9,494,"Prerequisite: 21st level, Constitution 21+, damage reduction 6/-. The character gains damage reduction 9/-. This means that nine points of damage are ignored every time the character takes damage. Use: Automatic. HotU manual - page 51."
421,,EPIC_DAMAGE_REDUCTION_6,493,"Prerequisite: 21st level, Constitution 21+, damage reduction 3/-. The character gains damage reduction 6/-. This means that six points of damage are ignored every time the character takes damage. This feat maybe taken multiple times to gain damage reduction 9/-. Use: Automatic. HotU manual - page 51."
420,,EPIC_DAMAGE_REDUCTION_3,492,"Prerequisite: 21st level, Constitution 21+. The character gains damage reduction 3/-. This means that three points of damage are ignored every time the character takes damage. This feat maybe taken multiple times to gain damage reduction 6/- and 9/-. Use: Automatic. HotU manual - page 51."
419,,EPIC_BLINDING_SPEED,491,"Prerequisite: 21st level, Dexterity 25+. Upon activating this feat, the character fains all the benefits of haste for a short time. This is a supernatural ability. Use: Selected. HotU manual - page 51."
418,,EPIC_ARMOR_SKIN,490,"Prerequisite: 21st level. The character gains a natural +2 bonus to armor class. Use: Automatic. HotU manual - page 50."
417,,SHOU_DISCIPLE_DODGE_2,489,"NOTE: This feat is not defined (all *s) in the feats.2da file."
416,,BLINDSIGHT_60_FEET,488,"Prerequisite: None. Using nonvisual senses, such as sensitivity to vibrations, scent, acute hearing, or echolocation, the creature maneuvers and fights as well as a sighted creature. Invisibility and darkness are irrelevant. The creature usually does not need to make Spot or Listen checks to notice creatures within range of its blindsight ability. Use: Automatic."
415,,EYE_OF_GRUUMSH_SIGHT_OF_GRUUMSH,487,"NOTE: This feat is not defined (all *s) in the feats.2da file."
414,,BLINDSIGHT_10_FEET,486,"NOTE: This feat is not defined (all *s) in the feats.2da file."
413,,BLINDSIGHT_5_FEET,485,"NOTE: This feat is not defined (all *s) in the feats.2da file."
412,,EYE_OF_GRUUMSH_RITUAL_SCARRING,484,"NOTE: This feat is not defined (all *s) in the feats.2da file."
411,,EYE_OF_GRUUMSH_SWING_BLINDLY,483,"NOTE: This feat is not defined (all *s) in the feats.2da file."
410,,EYE_OF_GRUUMSH_COMMAND_THE_HORDE,482,"NOTE: This feat is not defined (all *s) in the feats.2da file."
409,,EYE_OF_GRUUMSH_BLINDING_SPITTLE_2,481,"NOTE: This feat is not defined (all *s) in the feats.2da file."
408,,EYE_OF_GRUUMSH_BLINDING_SPITTLE,480,"NOTE: This feat is not defined (all *s) in the feats.2da file."
407,,CONTAGION,479,"Prerequisite: Blackguard level 7. Starting at 7th level, a Blackguard may cast Contagion. Use: Selected."
406,,BULLS_STRENGTH,478,"Prerequisite: Blackguard level 2. Specifics: Starting at 2nd level, a Blackguard may cast Bull's Strength. Use: Selected."
405,,INFLICT_CRITICAL_WOUNDS,477,"Prerequisite: Blackguard level 8. Starting at 8th level, a Blackguard may cast Inflict Critical Wounds. Use: Selected."
404,,INFLICT_SERIOUS_WOUNDS,476,"Prerequisite: Blackguard level 6. Starting at 6th level, a Blackguard may cast Inflict Serious Wounds. Use: Selected."
403,,INFLICT_MODERATE_WOUNDS,475,"Prerequisite: Blackguard level 5. Starting at 5th level, a Blackguard may summon a succubus. At 9th level this ability improves and grants the power to summon a vrock. Use: Selected."
402,,INFLICT_LIGHT_WOUNDS,474,"Prerequisite: Blackguard level 3. A Blackguard may summon a ghast once per day. At 7th level this ability improves and a doom knight is summoned instead. Use: Selected."
401,,PRESTIGE_DARK_BLESSING,473,"Beginning at 2nd level, the blackguard adds Charisma modifier to saving throws. SoU manual - page 16."
400,,SMITE_GOOD,472,"Prerequisite: Blackguard level 2. Once a day, a Blackguard of 2nd level or higher may attempt to smite a good aligned enemy with one normal melee attack. The Blackguard adds their Charisma bonus to the attack roll and adds 1 extra point of damage per class level. Use: Selected. 1/day."
399,1,PRESTIGE_INVISIBILITY_2,471,"Prerequisite: Assassin level 9. Starting at 9th level, an Assassin gains the ability to cast Improved Invisibility. Use: Selected."
398,,PRESTIGE_INVISIBILITY_1,470,"Prerequisite: Assassin level 7. Starting at 7th level, an Assassin gains the ability to cast Invisibility. Use: Selected."
397,,PRESTIGE_DARKNESS,469,"Prerequisite: Assassin level 5. Starting at 5th level, an Assassin gains the ability to cast Darkness. Use: Selected."
396,,PRESTIGE_SPELL_GHOSTLY_VISAGE,468,"Prerequisite: Assassin level 2. Specifics: Starting at 2nd level, an Assassin gains the ability to cast Ghostly Visage. Use: Selected."
395,,PRESTIGE_POISON_SAVE_5,467,"Assasins gain an additional +1 for every two levels after 10th on the assassin's saving throws against poison. HoU manual - page 23."
394,,PRESTIGE_POISON_SAVE_4,466,"Assasins gain an additional +1 for every two levels after 10th on the assassin's saving throws against poison. HoU manual - page 23."
393,,PRESTIGE_POISON_SAVE_3,465,"Assasins gain an additional +1 for every two levels after 10th on the assassin's saving throws against poison. HoU manual - page 23."
392,,PRESTIGE_POISON_SAVE_2,464,"Assasins gain an additional +1 for every two levels after 10th on the assassin's saving throws against poison. HoU manual - page 23."
391,,PRESTIGE_POISON_SAVE_1,463,"Assasins gain an additional +1 for every two levels after 10th on the assassin's saving throws against poison. HoU manual - page 23."
390,1,BLACKGUARD_SNEAK_ATTACK_3D6,462,"The blackguard gets a damage bonus that increases with experience. 3d6 is gained at level 10. SoU Manual - page 16."
389,,BLACKGUARD_SNEAK_ATTACK_2D6,461,"The blackguard gets a damage bonus that increases with experience. 2d6 is gained at level 7. SoU Manual - page 16."
388,,BLACKGUARD_SNEAK_ATTACK_1D6,460,"The blackguard gets a damage bonus that increases with experience. 1d6 is gained at level 4. SoU Manual - page 16."
387,,PRESTIGE_DEATH_ATTACK_5,459,"See FEAT_PRESTIGE_DEATH_ATTACK_1."
386,,PRESTIGE_DEATH_ATTACK_4,458,"See FEAT_PRESTIGE_DEATH_ATTACK_1."
385,,PRESTIGE_DEATH_ATTACK_3,457,"See FEAT_PRESTIGE_DEATH_ATTACK_1."
384,,PRESTIGE_DEATH_ATTACK_2,456,"See FEAT_PRESTIGE_DEATH_ATTACK_1."
383,,PRESTIGE_DEATH_ATTACK_1,455,"Prerequisite: Assassin. At 1st level, an Assassin may use a death attack, which functions similarly to a sneak attack in that if the target is not in combat they become victim to the death attack. The successful attack forces the target to make a Fortitude save or become paralyzed. Even if they succeed with the saving throw they still suffer +1d6 points of damage in addition to the normal damage the attack caused. This damage increases to 2d6 at level 3, 3d6 at level 5, 4d6 at level 7, and 5d6 at level 9. Use: Automatic."
382,1,PRESTIGE_ARROW_OF_DEATH,454,"This ability, gained at the 10th level, allows the arcane archer to, once per day, fire an arrow that can instantly kill an opponent. SoU manual - page 14."
381,1,PRESTIGE_HAIL_OF_ARROWS,453,"At 8th level and beyond, the arcane archer is able to fire an arrow at each and every target within range. SoU manual - page 14."
380,,PRESTIGE_SEEKER_ARROW_2,452,"At 6th level the arcane archer can fire two arrows per day that cannot miss. SoU manual - page 14."
379,,PRESTIGE_SEEKER_ARROW_1,451,"At 4th level the arcane archer can fire one arrow per day that cannot miss. SoU manual - page 14."
378,,PRESTIGE_IMBUE_ARROW,450,"Beginning at 2nd level, the arcane archer is able to shoot a fireball arrow three times a day. SoU manual - page 14."
377,,PRESTIGE_ENCHANT_ARROW_5,449,"The arcane archer is able to shoot arrows with increased precision and damage. This ability is automatically applied to all arrows fired and increases with experience. +5 at 9th level. SoU manual - page 14."
376,,PRESTIGE_ENCHANT_ARROW_4,448,"The arcane archer is able to shoot arrows with increased precision and damage. This ability is automatically applied to all arrows fired and increases with experience. +4 at 7th level. SoU manual - page 14."
375,,PRESTIGE_ENCHANT_ARROW_3,447,"The arcane archer is able to shoot arrows with increased precision and damage. This ability is automatically applied to all arrows fired and increases with experience. +3 at 5th level. SoU manual - page 14."
374,,PRESTIGE_ENCHANT_ARROW_2,446,"The arcane archer is able to shoot arrows with increased precision and damage. This ability is automatically applied to all arrows fired and increases with experience. +2 at 3rd level. SoU manual - page 14."
373,,PRESTIGE_ENCHANT_ARROW_1,445,"The arcane archer is able to shoot arrows with increased precision and damage. This ability is automatically applied to all arrows fired and increases with experience. +1 at 1st level. SoU manual - page 14."
372,1,HARPER_INVISIBILITY,444,"Gains the ability to cast Invisibility once per day. Subject to arcane spell failure if the Harper scout is wearing armor. Gained: Harper Scout - 5th level. SoU manual - page 18."
371,,HARPER_EAGLES_SPLENDOR,443,"Gains the ability to cast Eagle's Splendor once per day. Subject to arcane spell failure if the Harper scout is wearing armor. Gained: Harper Scout - 4th level. SoU manual - page 18."
370,,HARPER_CATS_GRACE,442,"Gains the ability to cast Cat's Grace once per day. Subject to arcane spell failure if the Harper scout is wearing armor. Gained: Harper Scout - 3rd level. SoU manual - page 18."
369,,HARPER_SLEEP,441,"Gains the ability to cast Sleep once per day. Subject to arcane spell failure if the Harper scout is wearing armor. Gained: Harper Scout - 2nd level. SoU manual - page 18."
368,1,CRAFT_HARPER_ITEM,440,"At 5th level, the Harper scout gains the ability to create two types of potions. The Harper scout can create one potion per day, either a Cat's Grace potion or Eagle's Splendor. To create either potion, the Haper count must spend 60 gold and 5 XP. These potions allow a Harper scout to better support her agents and allies. SoU manual - page 18."
367,,LLIIRAS_HEART,439,"At 4th level, the Harper scout gains a +2 holy bonus to saving throws against mind-affecting spells. This is a supernatural ability. SoU manual - page 18."
366,,TYMORAS_SMILE,438,"At 3rd level, once per day, the Harper scout or a target receives a +2 saving throw bonus on all saving throws for 5 turns. This is a supernatural ability. SoU manual - page 18."
365,,DENEIRS_EYE,437,"At 2nd level, the Harper scout gains a +2 holy bonus to saving throws against traps. This is a supernatural ability. SoU manual - page 18."
364,,SHADOW_EVADE,436,"Three times per day, the sadowdancer can call upon the shadows in the area to help conceal her. The shadowdancer gains a concealment bonus, damage reduction and an AC bonus that imroves with experience. SoU manual - page 19. Gains an additional +2 to its damage reduction amount and an additional +1 to its ability to resist magical weapoins for every five levels. HotU Manual - page 35."
363,,SUMMON_SHADOW,435,"Once per day, the shadow dancer can summon a shadow. This shadow is extremely difficult to turn and becomes more powerful as the shadowdancer gains levels. Gained at level 3. SoU manual - page 19. The shadow will gain an additional +2 Hit Dice for every three levels after 9th that the shadowdancer earns. HotU manual - page 35."
362,,SHADOW_DAZE,434,"Once per day, the shadowdancer may inflict an illusory daze upon a target. This daze lasts for five rounds. Gained at level three. SoU manual - page 19."
361,1,HIDE_IN_PLAIN_SIGHT,433,"The shadowdancer is able to use the Hide skill even while being observed. Gained at level 1. SoU manual - page 19."
360,,RESIST_ENERGY_SONIC,431,"New feat from Shadows of Undrentide expansion. Character gains +5 resistance against the chosen type of energy (the first five points of damage of this type of energy is ignored). SoU Manual "
359,,RESIST_ENERGY_ELECTRICAL,430,"New feat from Shadows of Undrentide expansion. Character gains +5 resistance against the chosen type of energy (the first five points of damage of this type of energy is ignored). SoU Manual "
358,,RESIST_ENERGY_FIRE,429,"New feat from Shadows of Undrentide expansion. Character gains +5 resistance against the chosen type of energy (the first five points of damage of this type of energy is ignored). SoU Manual "
357,,RESIST_ENERGY_ACID,428,"New feat from Shadows of Undrentide expansion. Character gains +5 resistance against the chosen type of energy (the first five points of damage of this type of energy is ignored). SoU Manual "
356,,RESIST_ENERGY_COLD,427,"New feat from Shadows of Undrentide expansion. Character gains +5 resistance against the chosen type of energy (the first five points of damage of this type of energy is ignored). SoU Manual "
355,,RESIST_DISEASE,426,"New feat from Shadows of Undrentide expansion. Character gains a +4 bonus to Fortitude saving throws to resist the effects of disease. SoU Manual "
354,1,DIRTY_FIGHTING,425,"New feat from Shadows of Undrentide expansion. The character knows brutal and effective fighting tactics. By sacrificins all other attacks duing the round, the character gen elect to perform a Dirty Fighting move, which will deal an extra 1d4 of damage. This mode cannot be used with the Power Attack feat. SoU Manual "
353,1,LINGERING_SONG,424,"New feat from Shadows of Undrentide expansion. The effects of the bard's songs will last an additional five rounds. SoU Manual "
352,1,EXTRA_MUSIC,423,"New feat from Shadows of Undrentide expansion. The character may use bard song four extra times per day. SoU Manual "
351,1,ARCANE_DEFENSE_TRANSMUTATION,422,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to saving throws versus the chosen school of magic. SoU Manual "
350,1,ARCANE_DEFENSE_NECROMANCY,421,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to saving throws versus the chosen school of magic. SoU Manual "
349,1,ARCANE_DEFENSE_ILLUSION,420,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to saving throws versus the chosen school of magic. SoU Manual "
348,1,ARCANE_DEFENSE_EVOCATION,419,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to saving throws versus the chosen school of magic. SoU Manual "
347,1,ARCANE_DEFENSE_ENCHANTMENT,418,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to saving throws versus the chosen school of magic. SoU Manual "
346,1,ARCANE_DEFENSE_DIVINATION,417,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to saving throws versus the chosen school of magic. SoU Manual "
345,1,ARCANE_DEFENSE_CONJURATION,416,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to saving throws versus the chosen school of magic. SoU Manual "
344,1,ARCANE_DEFENSE_ABJURATION,415,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to saving throws versus the chosen school of magic. SoU Manual "
343,,DIVINE_SHIELD,414,"New feat from Shadows of Undrentide expansion. Up to three times per day, the character may add his Charisma bonus to his armor class for a number of rounds equal to the Charisma bonus. SoU Manual "
342,,DIVINE_MIGHT,413,"New feat from Shadows of Undrentide expansion. Up to three times per day, the character may add his Charisma bonus to all weapons damage for a number of rounds equal to the Charisma bonus. SoU Manual "
341,,ZEN_ARCHERY,412,"New feat from Shadows of Undrentide expansion. Wisdom guides the character's ranged attacks; letting her use her Wisdom modifier instead of her Dexterity when firing ranged weapons. SoU Manual "
340,1,RAPID_RELOAD,411,"New feat from Shadows of Undrentide expansion. The character is able to reload so quickly that he gets the same number of attacks with any crossbow as he would get if he was using a normal bow. SoU Manual "
339,,EXTRA_STUNNING_ATTACK,410,"New feat from Shadows of Undrentide expansion. The character gains 3 extra stunning attacks per day. SoU Manual "
338,1,CIRCLE_KICK,409,"New feat from Shadows of Undrentide expansion. If the character succeeds in hitting an opponent with an unarmed attack, that character gets an additional free attack against another, nearby enemy. There is a maximum of one free attack per round. SoU Manual "
337,1,BLIND_FIGHT,408,"New feat from Shadows of Undrentide expansion. This feat grants the character the ability to fight well if blinded or against invisible creatures. The character gets to roll her miss chance percentile to see if her attack actually hits. As well, invuisible creatures get no bonus to hit the character in melee. SoU Manual "
336,,SKILL_FOCUS_CRAFT_TRAP,407,"Prerequisite: Able to use the skill. A character with this feat is adept at the specific skill, gaining a +3 bonus on all checks with it. Use: Automatic. This feat may be selected multiple times, but the effects do not stack. It applies to a different skill in each case."
335,,SKILL_FOCUS_TUMBLE,406,"Prerequisite: Able to use the skill. A character with this feat is adept at the specific skill, gaining a +3 bonus on all checks with it. Use: Automatic. This feat may be selected multiple times, but the effects do not stack. It applies to a different skill in each case."
334,,SKILLFOCUS_APPRAISE,404,"Prerequisite: Able to use the skill. A character with this feat is adept at the specific skill, gaining a +3 bonus on all checks with it. Use: Automatic. This feat may be selected multiple times, but the effects do not stack. It applies to a different skill in each case. I have not misspelled the feat name, Bioware has!"
333,,THUG,402,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus on Initiative checks and a +2 bonus on Persuade checks. SoU Manual "
332,1,GREATER_SPELL_PENETRATION,401,"New feat from Shadows of Undrentide expansion. A +4 bonus to caster level checks is granted to the character when trying to beat a creature's spell resistance. SoU Manual "
331,1,GREATER_SPELL_FOCUS_TRANSMUTATION,400,"New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
330,1,GREATER_SPELL_FOCUS_NECROMANCY,399,"New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
329,1,GREATER_SPELL_FOCUS_ILLUSION,398,"New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
328,1,GREATER_SPELL_FOCUS_EVOCATION,397,"New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
327,1,GREATER_SPELL_FOCUS_ENCHANTMENT,396,"New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
325,1,GREATER_SPELL_FOCUS_DIVINATION,395,"Correctly spelled version. Both the correct and incorrect spellings have the same numerical value. New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
326,1,GREATER_SPELL_FOCUS_DIVINIATION,395,"The spelling mistake in the feat name is Bioware's, not mine. New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
324,1,GREATER_SPELL_FOCUS_CONJURATION,394,"New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
323,1,GREATER_SPELL_FOCUS_ABJURATION,393,"New feat from Shadows of Undrentide expansion. A character becomes even more adept with spells of a particular school of magic. The character gains a +4 bonus to the spell save DC for all spells of the chosen school. SoU Manual "
322,1,SPRING_ATTACK,392,"New feat from Shadows of Undrentide expansion. Enemies do not get attacks of opportunity against the character when the character is moving around in combat. SoU Manual "
321,1,GREAT_CLEAVE,391,"New feat from Shadows of Undrentide expansion. Same as the Cleave feat, except that there is no limit to the number of additional attacks that the character may take after killing one opponent. SoU Manual "
320,,IMPROVED_EXPERTISE,390,"New feat from Shadows of Undrentide expansion. A character with this feat can make defensive attacks, gaining a +10 bonus to AC but receiving a -10 penalty to attack rolls. SoU Manual "
319,,EXPERTISE,389,"New feat from Shadows of Undrentide expansion. A character with this feat can make defensive attacks, gaining a +5 bonus to AC but receiving a -5 penalty to attack rolls. SoU Manual "
318,1,STRONGSOUL,388,"New feat from Shadows of Undrentide expansion. Character gains a +1 bonus to Fortitude and Will saving throws, as well as +1 bonus to anuy saving throw versus Death magic. SoU Manual "
317,,STEALTHY,387,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to Hide and MoveSilently checks. SoU Manual "
316,,SNAKEBLOOD,386,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to Fortitude saving throws against poison and a +1 reflex saving throw bonus to all saves. SoU Manual "
315,,SILVER_PALM,384,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to Appraise and Persuade checks. SoU Manual "
314,,RESIST_POISON,383,"New feat from Shadows of Undrentide expansion. Character gains a +4 bonus to Fortitude saving throws against poison. SoU Manual "
313,1,LUCK_OF_HEROES,382,"New feat from Shadows of Undrentide expansion. Character gains a +1 bonus to all saving throws. SoU Manual "
312,,COURTLY_MAGOCRACY,381,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to Lore checks and Spellcraft checks. SoU Manual "
311,,BULLHEADED,380,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to resist taunts and a +2 bonus to Will saving throws. SoU Manual "
310,,BLOODED,379,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to initiative and a +2 bonus to Spot checks. SoU Manual "
309,,ARTIST,378,"New feat from Shadows of Undrentide expansion. Character gains a +2 bonus to Perform checks and a +2 bonus to spot checks. SoU Manual "
308,1,IMPROVED_INITIATIVE,377,"New feat from Shadows of Undrentide expansion. The character gains a +4 bonus to initiative. SoU Manual "
307,,LOWLIGHTVISION,354,"Elf, Half-elf, and Gnome racial ability. Ability to see better than normal in low light situations."
306,1,WATER_DOMAIN_POWER,325,"Ability to turn elementals as if they were undead. Ability to cast the following spells (and level needed): Poison (3), Ice Storm (5)."
305,,TRICKERY_DOMAIN_POWER,324,"Ability to activate ""Divine Trickery"" which affects the following skills: Hide, Persuade, Search, Disable Trap, Move Silently, Open Locks, and Pick Pockets. It adds a bonus of 1 per 2 class levels. Duration is 5 + charisma bonus. Ability to cast the following spells (and level needed): Invisibility (2), Invisibility Sphere (3), Improved Invisibility (5)."
304,,TRAVEL_DOMAIN_POWER,323,"Ability to cast the following spells (and level needed): Entangle (1), Web (2), Freedom of Movement (3), Slow (4), Haste (5)."
303,1,SUN_DOMAIN_POWER,322,"Add 1d6 to all undead turning checks to determine maximum HD of undead turned. Adds 1d4 to number of undead turned. Ability to cast the following spells (and level needed): Searing Light (2), Sunbeam (7)."
302,1,PLANT_DOMAIN_POWER,321,"Ability to turn vermin as if they were undead. Ability to cast the following spells (and level needed): Barkskin (2), Creeping Doom (7)."
301,,MAGIC_DOMAIN_POWER,320,"Ability to cast the following spells (and level needed): Mage Armor (1), Melf's Acid Arrow (2), Negative Energy Burst (3), Stoneskin (4), Ice Storm (5)."
300,,KNOWLEDGE_DOMAIN_POWER,319,"Ability to cast the following spells (and level needed): Identify (1), Knock (2), Clairvoyance/Clairaudience (3), True Seeing (4), Legend Lore (6)."
299,1,HEALING_DOMAIN_POWER,318,"Following healing spells are cast as if using the EMPOWER metamagic feat: Cure Light Wounds, Cure Moderate Wounds, Cure Serious Wounds, Cure Critical Wounds. Ability to cast the following spells (and level needed): Cure Serious Wounds (2), Heal (5)."
298,1,GOOD_DOMAIN_POWER,317,"Ability to turn outsiders as if they were undead. Ability to cast following spells (and level needed): Stoneskin (4), Lesser Planar Binding (5)."
297,1,FIRE_DOMAIN_POWER,316,"Ability to turn elementals as if they were undead. Ability to cast the following spells (and level needed): Wall of Fire (4), Energy Buffer (5)."
