,ItemCode,Item
840,nw_it_creitem022,DEATH_SLAAD_PROPERTIES
841,x2_it_spdvscr403,DEATH_WARD_HORDES_OF_THE_UNDERDARK
842,x0_it_mmedmisc06,DECK_OF_HAZARDS_SHADOWS_OF_UNDRENTIDE
843,dee_lxbow,DEEKIN_CROSSBOW
844,dee_rapier,DEEKIN_RAPIER
845,nw_waxmbt006,DEEPSTONE_PROGENY
846,m3q1trialbook,DEFENSE_COUNCIL_JOURNAL
847,nw_it_sparscr704,DELAYED_BLAST_FIREBALL
848,m2q04idelilahear,DELILAH_EAR
849,waxmbt012,DELPHUS_AXE
850,maarcl081,DELPHUS_PLATE
851,nw_maarcl024,DELVER_ARMOR
852,ashmlw006,DEMONFLESH_SHIELD
853,grapple_hook,DEMONIC_GRAPPLING_HAND
854,m2q5dergiabhead,DERGIAB_HEAD
855,q2_alrashid1,DESERT_FURY
856,q2_alrashid2,DESERT_FURY_1
857,q2_alrashid3,DESERT_FURY_2
858,q2_alrashid4,DESERT_FURY_3
859,nw_wswmsc008,DESERT_WIND_PLUS1
860,nw_wswmsc009,DESERT_WIND_PLUS2
861,x2_wswmsc005,DESERT_WIND_PLUS8_HORDES_OF_THE_UNDERDARK
862,x1_it_spdvscr703,DESTRUCTION_SHADOWS_OF_UNDRENTIDE
863,q3c_blood,DEVA_BLOOD
864,cloth028,DEVA_ROBES
865,q3_deva_robes,DEVA_ROBES_1
866,hen_valflail,DEVIL_BANE
867,yj_head,DEVIL_HEAD
868,qx_sting,DEVIL_STING
869,yj_devil_armor,DEVIL_WARRIOR_ARMOR
870,m1q2plotreagent,DEVOURER_BRAIN
871,nw_it_gem005,DIAMOND
872,m3q3_cyrilletter,DIARY_PAGE
873,m2q06iaarinpass,DIPLOMATIC_PASS
874,nw_wdbma001,DIRE_MACE
875,nw_wdbmma002,DIRE_MACE_PLUS1
876,nw_wdbmma010,DIRE_MACE_PLUS2
877,nw_wdbmma011,DIRE_MACE_PLUS3
878,x0_wdbmma001,DIRE_MACE_PLUS4_SHADOWS_OF_UNDRENTIDE
879,x0_wdbmma002,DIRE_MACE_PLUS5_SHADOWS_OF_UNDRENTIDE
880,x2_wdbmma003,DIRE_MACE_PLUS6_HORDES_OF_THE_UNDERDARK
881,x2_wdbmma004,DIRE_MACE_PLUS7_HORDES_OF_THE_UNDERDARK
882,x0_it_ac_drat04,DIRE_RAT_ANIMAL_COMPANION_LEVEL_01_BITE_SOU
883,x0_it_ac_drat05,DIRE_RAT_ANIMAL_COMPANION_LEVEL_05_BITE_SOU
884,x0_it_ac_drat09,DIRE_RAT_ANIMAL_COMPANION_LEVEL_10_BITE_SOU
885,x0_it_ac_drat13,DIRE_RAT_ANIMAL_COMPANION_LEVEL_15_BITE_SOU
886,x0_it_ac_drat17,DIRE_RAT_ANIMAL_COMPANION_LEVEL_20_BITE_SOU
887,nw_it_crewps033,DIRE_RAT_BITE
888,nw_it_crewps019,DIRE_SPIDER_BITE
889,x1_it_sparscr601,DIRGE_SHADOWS_OF_UNDRENTIDE
890,2q6g_discipline,DISCIPLINE
891,nw_wswmbs007,DISCORD
892,matron_bstdsword,DISCORD_1
893,nw_it_sparscr501,DISMISSAL
894,2q6_letter02,DISPATCH
895,nw_it_sparscr301,DISPEL_MAGIC
896,x1_it_sparscr301,DISPLACEMENT_SHADOWS_OF_UNDRENTIDE
897,x1_it_spdvscr102,DIVINE_FAVOR_SHADOWS_OF_UNDRENTIDE
898,nw_wswmka004,DIVINE_FURY
899,x2_it_spdvscr404,DIVINE_POWER_HORDES_OF_THE_UNDERDARK
900,alldemonbottle,DJINNI_BOTTLE
901,x2_it_spdvscr309,DOMINATE_ANIMAL_HORDES_OF_THE_UNDERDARK
902,nw_it_sparscr905,DOMINATE_MONSTER
903,nw_it_sparscr503,DOMINATE_PERSON
904,x2_it_spdvscr105,DOOM_HORDES_OF_THE_UNDERDARK
905,nw_it_creitem048,DOOM_KNIGHT_PROPERTIES
906,x0_hen_dorna_ar1,DORNA_ARMOR
907,dor_battleaxe,DORNA_BATTLEAXE
908,q1a2_dornakey,DORNA_FOOTLOCKER_KEY
909,q1dornasword,DORNA_SHORT_SWORD
910,nw_maarcl036,DORON_MISTAKE
911,x0_it_mthnmisc17,DOSS_LUTE_SHADOWS_OF_UNDRENTIDE
912,nw_wdbax001,DOUBLE_AXE
913,nw_wdbmax002,DOUBLE_AXE_PLUS1
914,nw_wdbmax010,DOUBLE_AXE_PLUS2
915,nw_wdbmax011,DOUBLE_AXE_PLUS3
916,x0_wdbmax001,DOUBLE_AXE_PLUS4_SHADOWS_OF_UNDRENTIDE
917,x0_wdbmax002,DOUBLE_AXE_PLUS5_SHADOWS_OF_UNDRENTIDE
918,x2_wdbmax003,DOUBLE_AXE_PLUS6_HORDES_OF_THE_UNDERDARK
919,x2_wdbmax004,DOUBLE_AXE_PLUS7_HORDES_OF_THE_UNDERDARK
920,x0_it_mmedmisc02,DOVE_HARP_SHADOWS_OF_UNDRENTIDE
921,nw_wswmbs006,DRAGONSLAYER
922,nw_maarcl015,DRAGON_ARMOR
923,q5_dragon_arm002,DRAGON_ARMOR_1
924,q5_dragon_arm003,DRAGON_ARMOR_2
925,q5_dragon_armor,DRAGON_ARMOR_3
926,nw_it_msmlmisc17,DRAGON_BLOOD
927,it_msmlmis002,DRAGON_BLOOD_1
928,nw_wplmhb006,DRAGON_BREATH
929,q7cegg,DRAGON_EGG
930,nw_it_creitemdra,DRAGON_PROPERTIES
931,nw_hen_bod3qt,DRAGON_SCALE
932,nw_ashmlw006,DRAGON_SHIELD
933,nw_it_mboots003,DRAGON_SLIPPERS
934,m3q04g_sphere,DRAGON_SPHERE
935,nw_wthmsh004,DRAGON_TAIL
936,q2_deek_amul,DRAGON_TOOTH_AMULET
937,dragontoothamule,DRAGON_TOOTH_AMULET_1
938,q2_deek_dagg,DRAGON_TOOTH_DAGGER
939,m3q3c_fixedages,DRAINED_AMULET_OF_THE_AGES
940,m1q5book3,DRAWL_JOURNAL
941,m2q2cbookmorag,DREAD_QUEEN_MORAG
942,m3q2_d08_dream,DREAMCATCHER
943,h2_mystery4clue,DREAM_JOURNAL_VOL_I
944,drogansrobes,DROGAN_ROBES
945,walkingstick,DROGAN_WALKING_STICK
946,nw_wblmms008,DRONE_PLUS1
947,nw_wblmms009,DRONE_PLUS4
948,x2_wblmms005,DRONE_PLUS8_HORDES_OF_THE_UNDERDARK
949,x1_it_spdvscr604,DROWN_SHADOWS_OF_UNDRENTIDE
950,drowarmor,DROW_ARMOR
951,drowarmor001,DROW_ARMOR_PAST
952,x2_mdrowar022,DROW_CHAINMAIL_PLUS1_HORDES_OF_THE_UNDERDARK
953,x2_mdrowar023,DROW_CHAINMAIL_PLUS2_HORDES_OF_THE_UNDERDARK
954,x2_mdrowar024,DROW_CHAINMAIL_PLUS3_HORDES_OF_THE_UNDERDARK
955,x2_mdrowar025,DROW_CHAINMAIL_PLUS4_HORDES_OF_THE_UNDERDARK
956,x2_mdrowar026,DROW_CHAINMAIL_PLUS5_HORDES_OF_THE_UNDERDARK
957,x2_mdrowar027,DROW_CHAINMAIL_PLUS6_HORDES_OF_THE_UNDERDARK
958,x2_mdrowar028,DROW_CHAINMAIL_PLUS7_HORDES_OF_THE_UNDERDARK
959,q2cdrowcomkey,DROW_COMMANDER_KEY
960,x2drowdagger,DROW_DAGGER
961,x2drowdagger001,DROW_DAGGER_1
962,drowdresstwo,DROW_DRESS_TWO
963,x2_mdrowar036,DROW_FULL_PLATE_PLUS1_HORDES_OF_THE_UNDERDARK
964,x2_mdrowar037,DROW_FULL_PLATE_PLUS2_HORDES_OF_THE_UNDERDARK
965,x2_mdrowar038,DROW_FULL_PLATE_PLUS3_HORDES_OF_THE_UNDERDARK
966,x2_mdrowar039,DROW_FULL_PLATE_PLUS4_HORDES_OF_THE_UNDERDARK
967,x2_mdrowar040,DROW_FULL_PLATE_PLUS5_HORDES_OF_THE_UNDERDARK
968,x2_mdrowar041,DROW_FULL_PLATE_PLUS6_HORDES_OF_THE_UNDERDARK
969,x2_mdrowar042,DROW_FULL_PLATE_PLUS7_HORDES_OF_THE_UNDERDARK
970,x2_mdrowar029,DROW_HALF_PLATE_PLUS1_HORDES_OF_THE_UNDERDARK
971,x2_mdrowar030,DROW_HALF_PLATE_PLUS2_HORDES_OF_THE_UNDERDARK
972,x2_mdrowar031,DROW_HALF_PLATE_PLUS3_HORDES_OF_THE_UNDERDARK
973,x2_mdrowar032,DROW_HALF_PLATE_PLUS4_HORDES_OF_THE_UNDERDARK
974,x2_mdrowar033,DROW_HALF_PLATE_PLUS5_HORDES_OF_THE_UNDERDARK
975,x2_mdrowar034,DROW_HALF_PLATE_PLUS6_HORDES_OF_THE_UNDERDARK
976,x2_mdrowar035,DROW_HALF_PLATE_PLUS7_HORDES_OF_THE_UNDERDARK
977,drowhandmaidenro,DROW_HANDMAIDEN_ROBES
978,drowhandmaide001,DROW_HANDMAIDEN_ROBES_PAST
979,ardrowhe003,DROW_HELM
980,x2_ardrowhe001,DROW_HELM_HORDES_OF_THE_UNDERDARK
981,drowkatana1,DROW_KATANA_PLUS3
982,x2_adrowshl001,DROW_LARGE_SHIELD_PLUS1_HORDES_OF_THE_UNDERDARK
983,adrowshl005,DROW_LARGE_SHIELD_PLUS2
984,x2_adrowshl002,DROW_LARGE_SHIELD_PLUS2_HORDES_OF_THE_UNDERDARK
985,x2_adrowshl003,DROW_LARGE_SHIELD_PLUS3_HORDES_OF_THE_UNDERDARK
986,x2_mdrowar001,DROW_LEATHER_ARMOR_PLUS1_HORDES_OF_THE_UNDERDARK
987,x2_mdrowar002,DROW_LEATHER_ARMOR_PLUS1_HORDES_OF_THE_UNDERDARK_1
988,x2_mdrowar003,DROW_LEATHER_ARMOR_PLUS1_HORDES_OF_THE_UNDERDARK_2
989,x2_mdrowar004,DROW_LEATHER_ARMOR_PLUS1_HORDES_OF_THE_UNDERDARK_3
990,x2_mdrowar005,DROW_LEATHER_ARMOR_PLUS1_HORDES_OF_THE_UNDERDARK_4
991,x2_mdrowar006,DROW_LEATHER_ARMOR_PLUS1_HORDES_OF_THE_UNDERDARK_5
992,x2_mdrowar007,DROW_LEATHER_ARMOR_PLUS1_HORDES_OF_THE_UNDERDARK_6
993,nw_it_creitem057,DROW_LEVEL_10_PROPERTIES
994,nw_it_creitem058,DROW_LEVEL_15_PROPERTIES
995,nw_it_creitem055,DROW_LEVEL_1_PROPERTIES
996,nw_it_creitem059,DROW_LEVEL_20_PROPERTIES
997,nw_it_creitem056,DROW_LEVEL_5_PROPERTIES
998,drowlongsword1,DROW_LONGSWORD_PLUS1
999,drowlongsword002,DROW_LONGSWORD_PLUS2
1000,drowlongsword3,DROW_LONGSWORD_PLUS3
1001,bk_note1,DROW_NOTE
1002,it_drowcl003,DROW_PIWAFI_CLOAK
1003,x2_it_drowcl001,DROW_PIWAFI_CLOAK_HORDES_OF_THE_UNDERDARK
1004,drowpriestessrob,DROW_PRIESTESS_ROBES
1005,drowpriestess001,DROW_PRIESTESS_ROBES_PAST
1006,drowpriestess002,DROW_PRIESTESS_ROBES_PAST_MAIN
1007,q2arebleadhelm,DROW_REBEL_SQUAD_LEADER_HELM
1008,drowrobes,DROW_ROBES
1009,x2_mdrowar015,DROW_SCALE_MAIL_PLUS1_HORDES_OF_THE_UNDERDARK
1010,x2_mdrowar016,DROW_SCALE_MAIL_PLUS2_HORDES_OF_THE_UNDERDARK
1011,x2_mdrowar017,DROW_SCALE_MAIL_PLUS3_HORDES_OF_THE_UNDERDARK
1012,x2_mdrowar018,DROW_SCALE_MAIL_PLUS4_HORDES_OF_THE_UNDERDARK
1013,x2_mdrowar019,DROW_SCALE_MAIL_PLUS5_HORDES_OF_THE_UNDERDARK
1014,x2_mdrowar020,DROW_SCALE_MAIL_PLUS6_HORDES_OF_THE_UNDERDARK
1015,x2_mdrowar021,DROW_SCALE_MAIL_PLUS7_HORDES_OF_THE_UNDERDARK
1016,nw_it_crewss001,DROW_SHORTSWORD
1017,nw_it_crewss002,DROW_SHORTSWORD_PLUS1
1018,nw_it_crewss003,DROW_SHORTSWORD_PLUS3
1019,drowshortsword1,DROW_SHORT_SWORD_PLUS1
1020,drowshortswor002,DROW_SHORT_SWORD_PLUS2
1021,x2_mdrowar008,DROW_STUDDED_LEATHER_ARMOR_PLUS1_HORDES_OF_THE_UNDERDARK
1022,x2_mdrowar009,DROW_STUDDED_LEATHER_ARMOR_PLUS2_HORDES_OF_THE_UNDERDARK
1023,x2_mdrowar010,DROW_STUDDED_LEATHER_ARMOR_PLUS3_HORDES_OF_THE_UNDERDARK
1024,x2_mdrowar011,DROW_STUDDED_LEATHER_ARMOR_PLUS4_HORDES_OF_THE_UNDERDARK
1025,x2_mdrowar012,DROW_STUDDED_LEATHER_ARMOR_PLUS5_HORDES_OF_THE_UNDERDARK
1026,x2_mdrowar013,DROW_STUDDED_LEATHER_ARMOR_PLUS6_HORDES_OF_THE_UNDERDARK
1027,x2_mdrowar014,DROW_STUDDED_LEATHER_ARMOR_PLUS7_HORDES_OF_THE_UNDERDARK
1028,cut20_wiz_armor,DROW_WIZARD_ARMOR_CUTSCENE_20_INTRO
1029,cut20_wiz_armor2,DROW_WIZARD_ARMOR_LESSER_CUTSCENE_20_INTRO
1030,cut20_wiz_arm001,DROW_WIZARD_ARMOR_MAIDEN_CUTSCENE_20_INTRO
1031,m2q2e_key,DRUID_BRIDGE_KEY
1032,q2bduergarstaff,DUERGAR_BATTLESTAFF
1033,q2_duergarhelm,DUERGAR_BATTLE_HELM
1034,q2_duergarhel001,DUERGAR_BATTLE_HELM_RED
1035,q2_duergarchain,DUERGAR_CHAIN
1036,x2_mduerar001,DUERGAR_FULL_PLATE_PLUS3_HORDES_OF_THE_UNDERDARK
1037,x2_mduerar002,DUERGAR_FULL_PLATE_PLUS4_HORDES_OF_THE_UNDERDARK
1038,x2_mduerar003,DUERGAR_FULL_PLATE_PLUS5_HORDES_OF_THE_UNDERDARK
1039,x2_arduerhe001,DUERGAR_HELM_HORDES_OF_THE_UNDERDARK
1040,x2_mduerar010,DUERGAR_MAGE_ROBE_HORDES_OF_THE_UNDERDARK
1041,q2_duergplate,DUERGAR_PLATE
1042,nw_it_creitem052,DUERGAR_PROPERTIES
1043,x2_mduerar004,DUERGAR_SCALE_MAIL_PLUS3_HORDES_OF_THE_UNDERDARK
1044,x2_mduerar005,DUERGAR_SCALE_MAIL_PLUS4_HORDES_OF_THE_UNDERDARK
1045,x2_mduerar006,DUERGAR_SCALE_MAIL_PLUS5_HORDES_OF_THE_UNDERDARK
1046,x2_mduerar007,DUERGAR_STUDDED_LEATHER_ARMOR_PLUS3_HORDES_OF_THE_UNDERDARK
1047,x2_mduerar008,DUERGAR_STUDDED_LEATHER_ARMOR_PLUS4_HORDES_OF_THE_UNDERDARK
1048,x2_mduerar009,DUERGAR_STUDDED_LEATHER_ARMOR_PLUS5_HORDES_OF_THE_UNDERDARK
1049,x0_it_mthnmisc05,DUST_OF_APPERANCE_SHADOWS_OF_UNDRENTIDE
1050,x0_it_mthnmisc06,DUST_OF_DISAPPEARANCE_SHADOWS_OF_UNDRENTIDE
1051,nw_ashmsw005,DWARVEN_MIRTH
1052,x2_wdwraxe001,DWARVEN_WARAXE_HORDES_OF_THE_UNDERDARK
1053,x2_wmdwraxe002,DWARVEN_WARAXE_PLUS1_HORDES_OF_THE_UNDERDARK
1054,x2_wmdwraxe003,DWARVEN_WARAXE_PLUS2_HORDES_OF_THE_UNDERDARK
1055,x2_wmdwraxe004,DWARVEN_WARAXE_PLUS3_HORDES_OF_THE_UNDERDARK
1056,x2_wmdwraxe005,DWARVEN_WARAXE_PLUS4_HORDES_OF_THE_UNDERDARK
1057,x2_wmdwraxe006,DWARVEN_WARAXE_PLUS5_HORDES_OF_THE_UNDERDARK
1058,x2_wmdwraxe007,DWARVEN_WARAXE_PLUS6_HORDES_OF_THE_UNDERDARK
1059,x2_wmdwraxe008,DWARVEN_WARAXE_PLUS7_HORDES_OF_THE_UNDERDARK
1060,m2q01idyddjour,DYDD_JOURNAL
1061,nw_wbwmsh003,EAGLEBOW
1062,nw_it_sparscr219,EAGLE_SPLENDOR
1063,x1_it_spdvscr801,EARTHQUAKE_SHADOWS_OF_UNDRENTIDE
1064,nw_it_creitem032,EARTH_SALT_MEPHIT_PROPERTIES
1065,nw_wblmfl007,EBEROND_FLAIL
1066,nw_wdbmma006,EBON_DIRE_MACE
1067,matron_dblmace,EBON_DIRE_MACE_PLUS2
1068,m3q2a10ecknote,ECKEL_NOTE
1069,q3_monk_gloves2,ELDER_CULTIST_GLOVES
1070,q3_monk_gloves3,ELDER_CULTIST_GLOVES_1
1071,q3_monk_gloves4,ELDER_CULTIST_GLOVES_2
1072,nw_it_creitemel2,ELDER_ELEMENTAL_PROPERTIES
1073,nw_it_creitemel7,ELDER_FIRE_ELEMENTAL_PROPERTIES
1074,nw_it_crewpb018,ELDER_GREATER_HUGE_FIRE_ELEMENTAL_SLAM
1075,nw_it_creitemel4,ELDER_WATER_ELEMENTAL_PROPERTIES
1076,x1_it_sparscr003,ELECTRIC_JOLT_SHADOWS_OF_UNDRENTIDE
1077,nw_it_creitemele,ELEMENTAL_PROPERTIES
1078,nw_it_sparscr416,ELEMENTAL_SHIELD
1079,x2_it_spdvscr901,ELEMENTAL_SWARM_HORDES_OF_THE_UNDERDARK
1080,m1s3inviswand,ELEMENTAL_WAND_OF_AIR
1081,m1s3darkwand,ELEMENTAL_WAND_OF_EARTH
1082,m1s3burnwand,ELEMENTAL_WAND_OF_FIRE
1083,m1s3greswand,ELEMENTAL_WAND_OF_WATER
1084,x1eliaksvengence,ELIAK_VENGEANCE
1085,x0_it_mthnmisc13,ELIXIR_OF_HORUS_RE_SHADOWS_OF_UNDRENTIDE
1086,m3q2_elkwarhelm,ELK_WAR_HELM
1087,x2_it_bmt_bshaft,ELMWOOD_BOW_SHAFT
1088,m1s3key2,ELTOORA_KEY
1089,nw_maarcl022,ELVEN_CEREMONIAL_ARMOR
1090,nw_maarcl037,ELVEN_CHAINMAIL
1091,nw_wbwmln004,ELVEN_COURT_BOW
1092,elvenhalloftrial,ELVEN_HALL_OF_TRIALS_KEY
1093,elventrapprotect,ELVEN_TRAP_PROTECTIVE_HELMET
1094,2q4a_elynring,ELYNWYD_SIGNET_RING
1095,nw_waxmhn003,EMBER_AXE
1096,nw_it_gem012,EMERALD
1097,nw_it_thnmisc002,EMPTY_ALE_STEIN
1098,nw_it_thnmisc001,EMPTY_BOTTLE
1099,q4a_bucket,EMPTY_BUCKET
1100,nw_wspmka006,EMPTY_FIELDS
1101,nw_it_thnmisc003,EMPTY_SPIRITS_BOTTLE
1102,nw_it_thnmisc004,EMPTY_WINE_BOTTLE
1103,nw_it_mbelt004,ENCIRCLING_SCALE
1104,nw_it_sparscr215,ENDURANCE
1105,nw_it_sparscr101,ENDURE_ELEMENTS
1106,x2_it_sparscr503,ENERGY_BUFFER_HORDES_OF_THE_UNDERDARK
1107,nw_it_sparscr908,ENERGY_DRAIN
1108,energyorb,ENERGY_ORB
1109,nw_it_sparscr412,ENERVATION
1110,nw_maarcl029,ENKIDU_ARMOR
1111,iw_dagger,ENSERRIC_THE_DAGGER
1112,iw_greatsword,ENSERRIC_THE_GREATSWORD
1113,iw_longsword,ENSERRIC_THE_LONGSWORD
1114,iw_shortsword,ENSERRIC_THE_SHORTSWORD
1115,x2_it_spdvscr106,ENTANGLE_HORDES_OF_THE_UNDERDARK
1116,x1_it_spdvscr103,ENTROPIC_SHIELD_SHADOWS_OF_UNDRENTIDE
1117,qx_amulet2,EPIC_AMULET_OF_HEALTH
1118,x2_it_trap001,EPIC_ELECTRICAL_TRAP_KIT_HORDES_OF_THE_UNDERDARK
1119,x2_it_trap002,EPIC_FIRE_TRAP_KIT_HORDES_OF_THE_UNDERDARK
1120,x2_it_trap003,EPIC_FROST_TRAP_KIT_HORDES_OF_THE_UNDERDARK
1121,x2_it_mglove016,EPIC_GLOVES_OF_ANIMAL_HANDLING_HORDES_OF_THE_UNDERDARK
1122,x2_it_mglove017,EPIC_GLOVES_OF_CONCENTRATION_HORDES_OF_THE_UNDERDARK
1123,x2_it_mglove018,EPIC_GLOVES_OF_DISCIPLINE_HORDES_OF_THE_UNDERDARK
1124,x2_it_mglove019,EPIC_GLOVES_OF_SPELLCRAFT_HORDES_OF_THE_UNDERDARK
1125,x2_it_mglove020,EPIC_GLOVES_OF_SWORDPLAY_HORDES_OF_THE_UNDERDARK
1126,x2_it_mglove021,EPIC_GLOVES_OF_THE_MINSTREL_HORDES_OF_THE_UNDERDARK
1127,x2_it_minoaxe,EPIC_MINOTAUR_AXE_HORDES_OF_THE_UNDERDARK
1128,x2_it_trap004,EPIC_SONIC_TRAP_KIT_HORDES_OF_THE_UNDERDARK
1129,2q4_erbsring,ERB_RING
1130,m1q5dpassstone,ESTATE_WARD_STONE
1131,m1q6fhelmgem,ETCHED_GEM
1132,nw_it_sparscr608,ETHEREAL_VISAGE
1133,nw_it_crewps011,ETTERCAP_BITE
1134,nw_it_creitem008,ETTERCAP_PROPERTIES
1135,nw_it_msmlmisc07,ETTERCAP_SILK_GLAND
1136,nw_it_crewcl003,ETTIN_CLUB
1137,elynwyd_ring,EVAINE_RING
1138,nw_it_sparscr418,EVARD_BLACK_TENTACLES_SHADOWS_OF_UNDRENTIDE
1139,x2_it_spdvscr509,EVIL_BLIGHT_HORDES_OF_THE_UNDERDARK
1140,x1_it_sparscr101,EXPEDITIOUS_RETREAT_SHADOWS_OF_UNDRENTIDE
1141,m2q3kexpjourn,EXPLORER_JOURNAL
1142,x0_armhe003,EYES_OF_CHARMING_SHADOWS_OF_UNDRENTIDE
1143,armhe005,EYES_OF_DOOM
1144,x0_armhe004,EYES_OF_DOOM_SHADOWS_OF_UNDRENTIDE
1145,x0_armhe006,EYES_OF_PETRIFICATION_SHADOWS_OF_UNDRENTIDE
1146,x0_armhe005,EYES_OF_THE_EAGLE_SHADOWS_OF_UNDRENTIDE
1147,x0_it_fm_fdrg01,FAERIE_DRAGON_FAMILIAR_LEVEL_01_HIDE_SOU
1148,x0_it_fm_fdrg15,FAERIE_DRAGON_FAMILIAR_LEVEL_05_HIDE_SOU
1149,x0_it_fm_fdrg17,FAERIE_DRAGON_FAMILIAR_LEVEL_10_HIDE_SOU
1150,x0_it_fm_fdrg19,FAERIE_DRAGON_FAMILIAR_LEVEL_15_HIDE_SOU
1151,x0_faerie_hide,FAERIE_DRAGON_HIDE_SHADOWS_OF_UNDRENTIDE
1152,faerunstears,FAERUN_TEARS
1153,m3q2fsprite,FAIRY_BOTTLE
1154,nw_it_msmlmisc19,FAIRY_DUST
1155,q2b03fairydust,FAIRY_DUST_1
1156,cloth016,FALLEN_MAGE_OUTFIT
1157,nw_it_book013,FAMOUS_CITIZENS_OF_THE_SWORD_COAST
1158,nw_wammbu003,FAREL_GOLD
1159,m2_cloth_006,FARMER_OUTFIT
1160,m2_cloth_009,FARMER_OUTFIT_1
1161,cloth012,FASHIS_OUTFIT
1162,nw_cloth030,FASHIS_OUTFIT_1
1163,nw_it_sparscr413,FEAR
1164,x2_it_amt_feath,FEATHERS
1165,m3q2_b07_feathe,FEATHER_OF_PEACE
1166,nw_it_sparscr504,FEEBLEMIND
1167,nw_it_msmlmisc12,FENBERRY
1168,nw_it_creitem043,FENHOUND_PROPERTIES
1169,q4c_ferron_head,FERRON_HEAD
1170,nw_wswmss008,FEYDUSTER_PLUS1
1171,nw_wswmss010,FEYDUSTER_PLUS2
1172,x2_wswmss005,FEYDUSTER_PLUS8_HORDES_OF_THE_UNDERDARK
1173,nw_wbwmxh005,FEYWARDEN_CROSSBOW
1174,nw_wplmss008,FEY_SPEAR_PLUS1
1175,nw_wplmss009,FEY_SPEAR_PLUS3
1176,x2_wplmss005,FEY_SPEAR_PLUS8_HORDES_OF_THE_UNDERDARK
1177,x2_wblmhw006,FIENDFOE_HORDES_OF_THE_UNDERDARK
1178,x2_c3_creitem147,FIENDFORGED_PLATE_HORDES_OF_THE_UNDERDARK
1179,x2_wdbmqs006,FIERY_POWER_QUARTERSTAFF_HORDES_OF_THE_UNDERDARK
1180,fight002,FIGHT
1181,x2_it_arhelm03,FIGHTER_HELMET_HORDES_OF_THE_UNDERDARK
1182,x2_it_sparscr305,FIND_TRAPS_HORDES_OF_THE_UNDERDARK
1183,nw_it_sparscr708,FINGER_OF_DEATH
1184,nw_it_sparscr309,FIREBALL
1185,x1_it_sparscr501,FIREBRAND_SHADOWS_OF_UNDRENTIDE
1186,wswmdg008,FIRESTARTER
1187,nw_it_gem002,FIRE_AGATE
1188,nw_wammar002,FIRE_ARROW
1189,nw_wthmax007,FIRE_AXE
1190,nw_it_msmlmisc08,FIRE_BEETLE_BELLY
1191,x2_it_firebomb,FIRE_BOMB_HORDES_OF_THE_UNDERDARK
1192,nw_wammbu005,FIRE_BULLET
1193,nw_it_creitemel3,FIRE_ELEMENTAL_PROPERTIES
1194,nw_it_crewpb006,FIRE_ELEMENTAL_SLAM
1195,nw_it_creitem027,FIRE_GIANT_HELLHOUND_PROPERTIES
1196,nw_it_crewpsp004,FIRE_MAGMA_STEAM_MEPHIT_CLAW
1197,nw_it_creitem049,FIRE_MAGMA_STEAM_MEPHIT_PROPERTIES
1198,nw_it_creitem113,FIRE_MEPHIT_FM_HD_10_PROPERTIES
1199,nw_it_creitem114,FIRE_MEPHIT_FM_HD_15_PROPERTIES
1200,nw_it_creitem111,FIRE_MEPHIT_FM_HD_1_PROPERTIES
1201,nw_it_creitem115,FIRE_MEPHIT_FM_HD_20_PROPERTIES
1202,nw_it_creitem112,FIRE_MEPHIT_FM_HD_5_PROPERTIES
1203,nw_it_gem009,FIRE_OPAL
1204,x1_it_spdvscr704,FIRE_STORM_SHADOWS_OF_UNDRENTIDE
1205,nw_it_msmlmisc20,FISH
1206,x2_glove_bal,FISTS_OF_BALANCE_HORDES_OF_THE_UNDERDARK
1207,nw_wblmml006,FIST_OF_THE_LEGION
1208,x1fistofthenorth,FIST_OF_THE_NORTH
1209,nw_wblmfl006,FLAIL_OF_DESTRUCTION
1210,matron_ltflail,FLAIL_OF_DESTRUCTION_1
1211,nw_wblmfh003,FLAIL_OF_JERGAL
1212,nw_wblmfh005,FLAIL_OF_STARS
1213,nw_it_sparscr304,FLAME_ARROW
1214,x1_it_spdvscr205,FLAME_LASH_SHADOWS_OF_UNDRENTIDE
1215,x1_it_spdvscr403,FLAME_STRIKE_SHADOWS_OF_UNDRENTIDE
1216,x2_it_sparscr205,FLAME_WEAPON_HORDES_OF_THE_UNDERDARK
1217,x1_it_mglove001,FLAMING_GLOVES_PLUS2_SHADOWS_OF_UNDRENTIDE
1218,x1_it_sparscr001,FLARE_SHADOWS_OF_UNDRENTIDE
1219,q5_tymo_amulet,FLASK_OF_POWDER
1220,m1s03iflask,FLASK_OF_WATER
1221,nw_it_creitemco2,FLESH_GOLEM_PROPERTIES
1222,x1fleshripper,FLESH_RIPPER
1223,x1_it_sparscr605,FLESH_TO_STRONE_SHADOWS_OF_UNDRENTIDE
1224,x2_cus_fletchers,FLETCHER_FRIEND_HORDES_OF_THE_UNDERDARK
1225,nw_it_gem015,FLUORSPAR
1226,x0_it_mthnmisc15,FOCHLUCHAN_BANDORE_SHADOWS_OF_UNDRENTIDE
1227,focuscrystal,FOCUS_CRYSTAL
1228,x2_wbwmln010,FOREVER_HORDES_OF_THE_UNDERDARK
1229,nw_wblmhl006,FORGE_FIRE
1230,matron_lthammer,FORGE_FIRE_1
1231,q3_formcrystal,FORMIAN_CRYSTAL
1232,x0_formmyr_prop,FORMIAN_MYRMARCH_PROPERTIES_SHADOWS_OF_UNDRENTIDE
